DATE,DFF,REPO,T10Y2Y,SP500,USD
5/13/18,1.7,#N/A,#N/A,#N/A,#N/A
5/14/18,1.7,3.859,0.45,2730.13,110.4098
5/15/18,1.7,2.095,0.5,2711.45,111.231
5/16/18,1.7,2.545,0.51,2722.46,111.3083
5/17/18,1.7,1.896,0.54,2720.13,111.3562
5/18/18,1.7,9.12,0.51,2712.97,111.7188
5/19/18,1.7,#N/A,#N/A,#N/A,#N/A
5/20/18,1.7,#N/A,#N/A,#N/A,#N/A
5/21/18,1.7,5.404,0.48,2733.01,111.6411
5/22/18,1.7,3.951,0.47,2724.44,111.1958
5/23/18,1.7,2.929,0.48,2733.29,111.6943
5/24/18,1.7,6.62,0.48,2727.76,111.4896
5/25/18,1.7,0.02,0.45,2721.33,111.5852
5/26/18,1.7,#N/A,#N/A,#N/A,#N/A
5/27/18,1.7,#N/A,#N/A,#N/A,#N/A
5/28/18,1.7,.,.,.,.
5/29/18,1.7,0.88,0.45,2689.86,112.2132
5/30/18,1.7,3.92,0.42,2724.01,111.6741
5/31/18,1.7,21.475,0.43,2705.27,111.9906
6/1/18,1.7,12.546,0.42,2734.62,111.8279
6/2/18,1.7,#N/A,#N/A,#N/A,#N/A
6/3/18,1.7,#N/A,#N/A,#N/A,#N/A
6/4/18,1.7,11.166,0.42,2746.87,111.8261
6/5/18,1.7,6.635,0.43,2748.8,112.2657
6/6/18,1.7,16.772,0.45,2772.35,111.7546
6/7/18,1.7,5.771,0.43,2770.37,112.0751
6/8/18,1.7,2.771,0.43,2779.03,112.1087
6/9/18,1.7,#N/A,#N/A,#N/A,#N/A
6/10/18,1.7,#N/A,#N/A,#N/A,#N/A
6/11/18,1.7,4.836,0.44,2782,112.1127
6/12/18,1.7,1.308,0.42,2786.85,112.216
6/13/18,1.7,3.025,0.39,2775.63,112.2599
6/14/18,1.9,2.935,0.35,2782.49,112.861
6/15/18,1.9,0.27,0.38,2779.66,113.3398
6/16/18,1.9,#N/A,#N/A,#N/A,#N/A
6/17/18,1.9,#N/A,#N/A,#N/A,#N/A
6/18/18,1.9,0.37,0.36,2773.75,113.4919
6/19/18,1.91,0.195,0.35,2762.59,113.6408
6/20/18,1.92,0.32,0.37,2767.32,113.4804
6/21/18,1.92,1.37,0.34,2749.76,113.6131
6/22/18,1.92,1.43,0.34,2754.88,113.3069
6/23/18,1.92,#N/A,#N/A,#N/A,#N/A
6/24/18,1.92,#N/A,#N/A,#N/A,#N/A
6/25/18,1.92,12.73,0.33,2717.07,113.2886
6/26/18,1.92,10.385,0.35,2723.06,113.304
6/27/18,1.91,20.68,0.31,2699.63,113.8994
6/28/18,1.91,20.419,0.32,2716.31,113.8427
6/29/18,1.91,96.97,0.33,2718.37,113.2611
6/30/18,1.91,#N/A,#N/A,#N/A,#N/A
7/1/18,1.91,#N/A,#N/A,#N/A,#N/A
7/2/18,1.91,32.139,0.3,2726.71,114.1699
7/3/18,1.91,4.852,0.3,2713.22,113.3244
7/4/18,1.91,.,.,.,.
7/5/18,1.91,8.205,0.29,2736.61,112.9783
7/6/18,1.91,4.195,0.29,2759.82,112.6453
7/7/18,1.91,#N/A,#N/A,#N/A,#N/A
7/8/18,1.91,#N/A,#N/A,#N/A,#N/A
7/9/18,1.91,3.596,0.29,2784.17,112.645
7/10/18,1.91,1.955,0.28,2793.84,112.5818
7/11/18,1.91,1.23,0.27,2774.02,112.8608
7/12/18,1.91,2.455,0.25,2798.29,112.7815
7/13/18,1.91,0.871,0.24,2801.31,113.0731
7/14/18,1.91,#N/A,#N/A,#N/A,#N/A
7/15/18,1.91,#N/A,#N/A,#N/A,#N/A
7/16/18,1.91,0.87,0.26,2798.43,112.8464
7/17/18,1.91,1.22,0.24,2809.55,113.153
7/18/18,1.91,6.021,0.28,2815.62,113.3374
7/19/18,1.91,3.62,0.24,2804.49,113.949
7/20/18,1.91,1.17,0.29,2801.83,113.324
7/21/18,1.91,#N/A,#N/A,#N/A,#N/A
7/22/18,1.91,#N/A,#N/A,#N/A,#N/A
7/23/18,1.91,2.27,0.32,2806.98,113.4274
7/24/18,1.91,4.895,0.32,2820.4,113.2069
7/25/18,1.91,0.72,0.28,2846.07,112.9241
7/26/18,1.91,1.571,0.29,2837.44,112.9198
7/27/18,1.91,1.47,0.29,2818.82,112.8144
7/28/18,1.91,#N/A,#N/A,#N/A,#N/A
7/29/18,1.91,#N/A,#N/A,#N/A,#N/A
7/30/18,1.91,1.995,0.32,2802.6,112.6066
7/31/18,1.91,9.045,0.29,2816.29,112.732
8/1/18,1.91,0.795,0.33,2813.36,112.8919
8/2/18,1.91,1.817,0.32,2827.22,113.1696
8/3/18,1.91,1.673,0.32,2840.35,113.0135
8/4/18,1.91,#N/A,#N/A,#N/A,#N/A
8/5/18,1.91,#N/A,#N/A,#N/A,#N/A
8/6/18,1.91,2.095,0.3,2850.4,113.2302
8/7/18,1.91,2.337,0.3,2858.45,112.9773
8/8/18,1.91,1.659,0.28,2857.7,113.1424
8/9/18,1.91,1.745,0.29,2853.58,113.3818
8/10/18,1.91,2.47,0.26,2833.28,114.3012
8/11/18,1.91,#N/A,#N/A,#N/A,#N/A
8/12/18,1.91,#N/A,#N/A,#N/A,#N/A
8/13/18,1.91,1.383,0.27,2821.93,114.8519
8/14/18,1.91,0.685,0.26,2839.96,114.6586
8/15/18,1.91,0.315,0.25,2818.37,115.1533
8/16/18,1.92,0.532,0.24,2840.69,114.6424
8/17/18,1.92,4.016,0.26,2850.13,114.5347
8/18/18,1.92,#N/A,#N/A,#N/A,#N/A
8/19/18,1.92,#N/A,#N/A,#N/A,#N/A
8/20/18,1.92,1.646,0.22,2857.05,114.3514
8/21/18,1.92,1.466,0.24,2862.96,113.8617
8/22/18,1.92,1.126,0.22,2861.82,113.6646
8/23/18,1.92,2.416,0.21,2856.98,114.0949
8/24/18,1.92,4.665,0.19,2874.69,113.6003
8/25/18,1.92,#N/A,#N/A,#N/A,#N/A
8/26/18,1.92,#N/A,#N/A,#N/A,#N/A
8/27/18,1.92,0.996,0.18,2896.74,113.2739
8/28/18,1.92,1.415,0.21,2897.52,113.3465
8/29/18,1.92,0.84,0.22,2914.04,113.6483
8/30/18,1.92,0.985,0.22,2901.13,114.092
8/31/18,1.91,0.39,0.24,2901.52,114.2775
9/1/18,1.91,#N/A,#N/A,#N/A,#N/A
9/2/18,1.91,#N/A,#N/A,#N/A,#N/A
9/3/18,1.91,.,.,.,.
9/4/18,1.92,0.595,0.24,2896.72,114.8605
9/5/18,1.92,0.01,0.24,2888.6,114.7501
9/6/18,1.92,0.815,0.24,2878.05,114.6501
9/7/18,1.92,0.015,0.23,2871.68,114.5833
9/8/18,1.92,#N/A,#N/A,#N/A,#N/A
9/9/18,1.92,#N/A,#N/A,#N/A,#N/A
9/10/18,1.92,0.015,0.21,2877.13,114.682
9/11/18,1.92,1.241,0.22,2887.89,114.7071
9/12/18,1.92,1.315,0.23,2888.92,114.221
9/13/18,1.92,1.791,0.21,2904.18,113.9289
9/14/18,1.92,1.315,0.21,2904.98,114.068
9/15/18,1.92,#N/A,#N/A,#N/A,#N/A
9/16/18,1.92,#N/A,#N/A,#N/A,#N/A
9/17/18,1.92,0.715,0.21,2888.8,113.918
9/18/18,1.92,10.115,0.24,2904.31,113.776
9/19/18,1.92,8.915,0.27,2907.95,113.6552
9/20/18,1.92,17.868,0.26,2930.75,113.5012
9/21/18,1.92,17.465,0.26,2929.67,113.5122
9/22/18,1.92,#N/A,#N/A,#N/A,#N/A
9/23/18,1.92,#N/A,#N/A,#N/A,#N/A
9/24/18,1.93,9.34,0.25,2919.37,113.5326
9/25/18,1.93,3.44,0.27,2915.56,113.723
9/26/18,1.93,5.625,0.23,2905.97,113.6764
9/27/18,2.18,30.056,0.23,2914,113.9807
9/28/18,2.18,48.43,0.24,2913.98,113.8094
9/29/18,2.18,#N/A,#N/A,#N/A,#N/A
9/30/18,2.18,#N/A,#N/A,#N/A,#N/A
10/1/18,2.18,4.185,0.27,2924.59,113.8247
10/2/18,2.18,3.295,0.23,2923.43,113.8965
10/3/18,2.18,2.954,0.3,2925.51,114.1579
10/4/18,2.18,3.265,0.32,2901.61,114.6879
10/5/18,2.18,1.565,0.35,2885.57,114.5621
10/6/18,2.18,#N/A,#N/A,#N/A,#N/A
10/7/18,2.18,#N/A,#N/A,#N/A,#N/A
10/8/18,2.18,.,.,2884.43,.
10/9/18,2.18,2.39,0.33,2880.34,114.659
10/10/18,2.18,2.39,0.34,2785.68,114.6083
10/11/18,2.18,2.016,0.29,2728.37,114.4086
10/12/18,2.18,0.96,0.3,2767.13,114.3703
10/13/18,2.18,#N/A,#N/A,#N/A,#N/A
10/14/18,2.18,#N/A,#N/A,#N/A,#N/A
10/15/18,2.18,0.366,0.31,2750.79,114.0462
10/16/18,2.18,0.466,0.29,2809.92,113.8974
10/17/18,2.19,0.174,0.3,2809.21,114.1764
10/18/18,2.19,10.29,0.3,2768.78,114.8174
10/19/18,2.19,3.916,0.28,2767.78,114.858
10/20/18,2.19,#N/A,#N/A,#N/A,#N/A
10/21/18,2.19,#N/A,#N/A,#N/A,#N/A
10/22/18,2.19,3.189,0.28,2755.88,115.1794
10/23/18,2.2,4.466,0.28,2740.69,115.1664
10/24/18,2.2,6.444,0.26,2656.1,115.3763
10/25/18,2.2,1.944,0.28,2705.57,115.4838
10/26/18,2.2,2.004,0.27,2658.69,115.4737
10/27/18,2.2,#N/A,#N/A,#N/A,#N/A
10/28/18,2.2,#N/A,#N/A,#N/A,#N/A
10/29/18,2.2,1.748,0.27,2641.25,115.8947
10/30/18,2.2,0.715,0.28,2682.63,116.2368
10/31/18,2.2,4.815,0.28,2711.74,116.5291
11/1/18,2.2,4.64,0.3,2740.37,115.8667
11/2/18,2.19,1.51,0.31,2723.06,115.6439
11/3/18,2.19,#N/A,#N/A,#N/A,#N/A
11/4/18,2.19,#N/A,#N/A,#N/A,#N/A
11/5/18,2.2,1.465,0.29,2738.31,115.704
11/6/18,2.2,2.54,0.29,2755.45,115.5633
11/7/18,2.2,1.875,0.26,2813.89,115.2531
11/8/18,2.2,1.166,0.26,2806.83,115.649
11/9/18,2.19,0.401,0.25,2781.01,116.4789
11/10/18,2.19,#N/A,#N/A,#N/A,#N/A
11/11/18,2.19,#N/A,#N/A,#N/A,#N/A
11/12/18,2.19,.,.,2726.22,.
11/13/18,2.2,1.065,0.25,2722.18,116.6704
11/14/18,2.2,0.66,0.26,2701.58,116.4991
11/15/18,2.2,0.494,0.25,2730.2,116.3874
11/16/18,2.2,18.565,0.27,2736.27,115.9271
11/17/18,2.2,#N/A,#N/A,#N/A,#N/A
11/18/18,2.2,#N/A,#N/A,#N/A,#N/A
11/19/18,2.2,16.295,0.27,2690.73,115.9877
11/20/18,2.2,15.235,0.27,2641.89,116.2383
11/21/18,2.2,16.205,0.25,2649.93,116.0937
11/22/18,2.2,.,.,.,.
11/23/18,2.2,13.105,0.24,2632.56,116.4729
11/24/18,2.2,#N/A,#N/A,#N/A,#N/A
11/25/18,2.2,#N/A,#N/A,#N/A,#N/A
11/26/18,2.2,0.615,0.23,2673.45,116.6225
11/27/18,2.2,0.44,0.23,2682.17,116.9017
11/28/18,2.2,1.464,0.25,2743.79,116.8359
11/29/18,2.2,1.814,0.22,2737.76,116.1981
11/30/18,2.2,2.49,0.21,2760.17,116.4147
12/1/18,2.2,#N/A,#N/A,#N/A,#N/A
12/2/18,2.2,#N/A,#N/A,#N/A,#N/A
12/3/18,2.19,2.21,0.15,2790.37,115.907
12/4/18,2.2,.,0.11,2700.06,116.004
12/5/18,2.2,.,.,.,.
12/6/18,2.2,3.36,0.12,2695.95,116.4011
12/7/18,2.19,5.635,0.13,2633.08,116.0866
12/8/18,2.19,#N/A,#N/A,#N/A,#N/A
12/9/18,2.19,#N/A,#N/A,#N/A,#N/A
12/10/18,2.2,1.424,0.13,2637.72,116.6765
12/11/18,2.19,0.352,0.11,2636.78,116.7581
12/12/18,2.19,0.461,0.14,2651.07,116.223
12/13/18,2.19,0.415,0.16,2650.54,116.3993
12/14/18,2.19,0.315,0.16,2599.95,116.7916
12/15/18,2.19,#N/A,#N/A,#N/A,#N/A
12/16/18,2.19,#N/A,#N/A,#N/A,#N/A
12/17/18,2.2,0.415,0.16,2545.94,116.4549
12/18/18,2.2,6.216,0.17,2546.16,116.4148
12/19/18,2.2,5.982,0.14,2506.96,116.0698
12/20/18,2.4,9.521,0.12,2467.42,116.0205
12/21/18,2.4,8.805,0.16,2416.62,116.2248
12/22/18,2.4,#N/A,#N/A,#N/A,#N/A
12/23/18,2.4,#N/A,#N/A,#N/A,#N/A
12/24/18,2.4,7.96,0.19,2351.1,116.2204
12/25/18,2.4,.,.,.,.
12/26/18,2.4,1.005,0.2,2467.7,116.1183
12/27/18,2.4,3.1,0.21,2488.83,115.9948
12/28/18,2.4,3.21,0.2,2485.74,115.7253
12/29/18,2.4,#N/A,#N/A,#N/A,#N/A
12/30/18,2.4,#N/A,#N/A,#N/A,#N/A
12/31/18,2.4,41.848,0.21,2506.85,115.5695
1/1/19,2.4,.,.,.,.
1/2/19,2.4,19.481,0.16,2510.03,115.7681
1/3/19,2.4,7.198,0.17,2447.89,115.4621
1/4/19,2.4,2.86,0.17,2531.94,114.9822
1/5/19,2.4,#N/A,#N/A,#N/A,#N/A
1/6/19,2.4,#N/A,#N/A,#N/A,#N/A
1/7/19,2.4,2.786,0.17,2549.69,114.5631
1/8/19,2.4,2.811,0.15,2574.41,114.7281
1/9/19,2.4,2.537,0.18,2584.96,114.1407
1/10/19,2.4,2.216,0.18,2596.64,114.0487
1/11/19,2.4,2.016,0.16,2596.26,114.0384
1/12/19,2.4,#N/A,#N/A,#N/A,#N/A
1/13/19,2.4,#N/A,#N/A,#N/A,#N/A
1/14/19,2.4,1.205,0.18,2582.61,.
1/15/19,2.4,2.016,0.19,2610.3,114.3363
1/16/19,2.4,1.316,0.18,2616.1,114.1331
1/17/19,2.4,2.065,0.19,2635.96,114.4083
1/18/19,2.4,13.165,0.17,2670.71,114.5547
1/19/19,2.4,#N/A,#N/A,#N/A,#N/A
1/20/19,2.4,#N/A,#N/A,#N/A,#N/A
1/21/19,2.4,.,.,.,.
1/22/19,2.4,10.465,0.16,2632.9,114.7516
1/23/19,2.4,11.415,0.18,2638.7,114.5741
1/24/19,2.4,15.06,0.16,2642.33,114.6134
1/25/19,2.4,1.515,0.16,2664.76,114.0168
1/26/19,2.4,#N/A,#N/A,#N/A,#N/A
1/27/19,2.4,#N/A,#N/A,#N/A,#N/A
1/28/19,2.4,1.265,0.15,2643.85,114.0497
1/29/19,2.4,1.84,0.16,2640,114.0225
1/30/19,2.4,0.99,0.18,2681.05,114.0702
1/31/19,2.4,1.051,0.18,2704.1,113.5472
2/1/19,2.4,0.665,0.18,2706.53,113.7529
2/2/19,2.4,#N/A,#N/A,#N/A,#N/A
2/3/19,2.4,#N/A,#N/A,#N/A,#N/A
2/4/19,2.4,4.515,0.2,2724.87,113.8742
2/5/19,2.4,1.686,0.18,2737.7,114.0402
2/6/19,2.4,1.926,0.18,2731.61,114.2271
2/7/19,2.4,2.32,0.17,2706.05,114.4304
2/8/19,2.4,2.016,0.18,2707.88,114.4965
2/9/19,2.4,#N/A,#N/A,#N/A,#N/A
2/10/19,2.4,#N/A,#N/A,#N/A,#N/A
2/11/19,2.4,2.006,0.17,2709.8,115.028
2/12/19,2.4,1.658,0.18,2744.73,114.7271
2/13/19,2.4,1.697,0.18,2753.03,114.9375
2/14/19,2.4,1.341,0.16,2745.73,115.0975
2/15/19,2.4,5.271,0.14,2775.6,114.9889
2/16/19,2.4,#N/A,#N/A,#N/A,#N/A
2/17/19,2.4,#N/A,#N/A,#N/A,#N/A
2/18/19,2.4,.,.,.,.
2/19/19,2.4,1.967,0.15,2779.76,114.5673
2/20/19,2.4,2.275,0.15,2784.7,.
2/21/19,2.4,1.725,0.16,2774.88,114.5063
2/22/19,2.4,6.665,0.17,2792.67,114.2683
2/23/19,2.4,#N/A,#N/A,#N/A,#N/A
2/24/19,2.4,#N/A,#N/A,#N/A,#N/A
2/25/19,2.4,1.375,0.16,2796.11,114.142
2/26/19,2.4,1.815,0.16,2793.9,114.0658
2/27/19,2.4,1.915,0.19,2792.38,114.0332
2/28/19,2.4,3.415,0.21,2784.49,114.1969
3/1/19,2.4,2.015,0.21,2803.69,114.5355
3/2/19,2.4,#N/A,#N/A,#N/A,#N/A
3/3/19,2.4,#N/A,#N/A,#N/A,#N/A
3/4/19,2.4,2.917,0.17,2792.81,114.6904
3/5/19,2.4,3.119,0.17,2789.65,114.8017
3/6/19,2.4,2.115,0.17,2771.45,114.9704
3/7/19,2.4,0.717,0.17,2748.93,115.4897
3/8/19,2.4,0.015,0.17,2743.07,115.3577
3/9/19,2.4,#N/A,#N/A,#N/A,#N/A
3/10/19,2.4,#N/A,#N/A,#N/A,#N/A
3/11/19,2.4,0.019,0.17,2783.3,115.2945
3/12/19,2.4,0.027,0.16,2791.52,114.9371
3/13/19,2.4,0.016,0.16,2810.92,114.7362
3/14/19,2.4,0.019,0.17,2808.48,114.7894
3/15/19,2.4,0.015,0.16,2822.48,114.5814
3/16/19,2.4,#N/A,#N/A,#N/A,#N/A
3/17/19,2.4,#N/A,#N/A,#N/A,#N/A
3/18/19,2.4,3.169,0.15,2832.94,114.4372
3/19/19,2.4,2.515,0.15,2832.57,114.2313
3/20/19,2.41,0.617,0.14,2824.23,114.1497
3/21/19,2.41,0.411,0.13,2854.88,114.167
3/22/19,2.41,5.016,0.13,2800.71,114.6841
3/23/19,2.41,#N/A,#N/A,#N/A,#N/A
3/24/19,2.41,#N/A,#N/A,#N/A,#N/A
3/25/19,2.4,0.129,0.17,2798.36,114.4156
3/26/19,2.4,0.566,0.17,2818.46,114.6398
3/27/19,2.41,0.166,0.17,2805.37,115.1232
3/28/19,2.41,0.515,0.16,2815.44,115.257
3/29/19,2.43,0.731,0.14,2834.4,115.1347
3/30/19,2.43,#N/A,#N/A,#N/A,#N/A
3/31/19,2.43,#N/A,#N/A,#N/A,#N/A
4/1/19,2.41,0.011,0.16,2867.19,114.9333
4/2/19,2.41,0.019,0.18,2867.24,115.1144
4/3/19,2.41,0.016,0.19,2873.4,114.7191
4/4/19,2.41,0.615,0.18,2879.39,114.9674
4/5/19,2.41,0.015,0.15,2892.74,114.9701
4/6/19,2.41,#N/A,#N/A,#N/A,#N/A
4/7/19,2.41,#N/A,#N/A,#N/A,#N/A
4/8/19,2.41,0.284,0.16,2895.77,114.6869
4/9/19,2.41,0.41,0.16,2878.2,114.5297
4/10/19,2.41,2.731,0.17,2888.21,114.4243
4/11/19,2.41,0.122,0.16,2888.32,114.6282
4/12/19,2.41,0.016,0.16,2907.41,114.3512
4/13/19,2.41,#N/A,#N/A,#N/A,#N/A
4/14/19,2.41,#N/A,#N/A,#N/A,#N/A
4/15/19,2.41,0.018,0.15,2905.58,114.4936
4/16/19,2.41,0.7,0.19,2907.06,114.6744
4/17/19,2.42,0.015,0.19,2900.45,114.5122
4/18/19,2.43,.,0.19,2905.03,114.7043
4/19/19,2.44,.,.,.,114.6947
4/20/19,2.44,#N/A,#N/A,#N/A,#N/A
4/21/19,2.44,#N/A,#N/A,#N/A,#N/A
4/22/19,2.44,1.117,0.21,2907.97,114.7668
4/23/19,2.44,5.69,0.21,2933.68,115.1551
4/24/19,2.44,9.515,0.21,2927.25,115.4156
4/25/19,2.44,0.61,0.21,2926.17,115.7674
4/26/19,2.44,0.915,0.23,2939.88,115.4726
4/27/19,2.44,#N/A,#N/A,#N/A,#N/A
4/28/19,2.44,#N/A,#N/A,#N/A,#N/A
4/29/19,2.45,0.615,0.24,2943.03,115.5197
4/30/19,2.45,0.015,0.24,2945.83,115.3259
5/1/19,2.45,0.027,0.21,2923.73,115.0003
5/2/19,2.41,0.023,0.2,2917.52,115.5598
5/3/19,2.4,0.01,0.21,2945.64,115.2626
5/4/19,2.4,#N/A,#N/A,#N/A,#N/A
5/5/19,2.4,#N/A,#N/A,#N/A,#N/A
5/6/19,2.4,0.067,0.2,2932.47,115.3795
5/7/19,2.4,0.961,0.17,2884.05,115.6099
5/8/19,2.39,0.021,0.19,2879.42,115.5161
5/9/19,2.38,0.516,0.19,2870.72,115.8429
5/10/19,2.38,0.271,0.21,2881.4,115.5339
5/11/19,2.38,#N/A,#N/A,#N/A,#N/A
5/12/19,2.38,#N/A,#N/A,#N/A,#N/A
5/13/19,2.38,0.111,0.22,2811.87,115.9161
5/14/19,2.38,1.37,0.22,2834.41,115.9433
5/15/19,2.4,0.46,0.21,2850.96,115.8571
5/16/19,2.39,1.75,0.2,2876.32,116.0351
5/17/19,2.39,9.7,0.19,2859.53,116.4495
5/18/19,2.39,#N/A,#N/A,#N/A,#N/A
5/19/19,2.39,#N/A,#N/A,#N/A,#N/A
5/20/19,2.39,8.105,0.2,2840.23,116.3135
5/21/19,2.39,3.705,0.17,2864.36,116.2849
5/22/19,2.38,3.751,0.16,2856.27,116.2414
5/23/19,2.38,4.93,0.19,2822.24,116.2374
5/24/19,2.38,5.956,0.16,2826.06,116.0815
5/25/19,2.38,#N/A,#N/A,#N/A,#N/A
5/26/19,2.38,#N/A,#N/A,#N/A,#N/A
5/27/19,2.38,.,.,.,.
5/28/19,2.39,1.52,0.14,2802.39,116.3184
5/29/19,2.39,2.226,0.16,2783.02,116.5537
5/30/19,2.39,1.026,0.16,2788.86,116.3983
5/31/19,2.4,0.855,0.19,2752.06,116.7282
6/1/19,2.4,#N/A,#N/A,#N/A,#N/A
6/2/19,2.4,#N/A,#N/A,#N/A,#N/A
6/3/19,2.38,1.255,0.25,2744.45,116.4785
6/4/19,2.38,1.891,0.24,2803.27,116.0928
6/5/19,2.38,2.255,0.29,2826.15,116.0319
6/6/19,2.37,2.21,0.24,2843.49,115.9808
6/7/19,2.37,1.91,0.24,2873.34,115.7409
6/8/19,2.37,#N/A,#N/A,#N/A,#N/A
6/9/19,2.37,#N/A,#N/A,#N/A,#N/A
6/10/19,2.37,2.105,0.25,2886.73,115.5027
6/11/19,2.37,1.007,0.22,2885.72,115.3816
6/12/19,2.37,1.705,0.25,2879.84,115.4401
6/13/19,2.37,1.655,0.27,2891.64,115.629
6/14/19,2.36,1.657,0.25,2886.98,115.9061
6/15/19,2.36,#N/A,#N/A,#N/A,#N/A
6/16/19,2.36,#N/A,#N/A,#N/A,#N/A
6/17/19,2.38,2.269,0.23,2889.67,115.9693
6/18/19,2.37,18.006,0.2,2917.75,115.8793
6/19/19,2.37,22.357,0.29,2926.46,115.7891
6/20/19,2.37,27.43,0.29,2954.18,114.8039
6/21/19,2.38,21.355,0.3,2950.46,114.8377
6/22/19,2.38,#N/A,#N/A,#N/A,#N/A
6/23/19,2.38,#N/A,#N/A,#N/A,#N/A
6/24/19,2.38,11.156,0.3,2945.35,114.6579
6/25/19,2.38,6.4,0.29,2917.38,114.6382
6/26/19,2.38,7.784,0.28,2913.78,114.5626
6/27/19,2.38,16.794,0.27,2924.92,114.667
6/28/19,2.4,44.307,0.25,2941.76,114.584
6/29/19,2.4,#N/A,#N/A,#N/A,#N/A
6/30/19,2.4,#N/A,#N/A,#N/A,#N/A
7/1/19,2.39,15.837,0.25,2964.33,114.7241
7/2/19,2.4,8.16,0.21,2973.01,114.8263
7/3/19,2.41,6.849,0.19,2995.82,114.8134
7/4/19,2.41,.,.,.,.
7/5/19,2.42,6.155,0.17,2990.41,115.1125
7/6/19,2.42,#N/A,#N/A,#N/A,#N/A
7/7/19,2.42,#N/A,#N/A,#N/A,#N/A
7/8/19,2.41,6.5,0.17,2975.95,115.0243
7/9/19,2.41,6.576,0.15,2979.63,115.1008
7/10/19,2.41,6.252,0.25,2993.07,115.0888
7/11/19,2.4,4.95,0.28,2999.91,114.8364
7/12/19,2.38,5.15,0.28,3013.77,114.7684
7/13/19,2.38,#N/A,#N/A,#N/A,#N/A
7/14/19,2.38,#N/A,#N/A,#N/A,#N/A
7/15/19,2.4,5.557,0.26,3014.3,114.6818
7/16/19,2.41,3.007,0.26,3004.04,115.0104
7/17/19,2.41,1.96,0.23,2984.42,114.8814
7/18/19,2.41,16.662,0.27,2995.11,114.8738
7/19/19,2.41,14.255,0.25,2976.61,114.8688
7/20/19,2.41,#N/A,#N/A,#N/A,#N/A
7/21/19,2.41,#N/A,#N/A,#N/A,#N/A
7/22/19,2.4,14.16,0.25,2985.03,115.0014
7/23/19,2.4,14.755,0.25,3005.47,115.2984
7/24/19,2.4,8.255,0.22,3019.56,115.2422
7/25/19,2.4,3.355,0.22,3003.67,115.2971
7/26/19,2.4,3.25,0.22,3025.86,115.5435
7/27/19,2.4,#N/A,#N/A,#N/A,#N/A
7/28/19,2.4,#N/A,#N/A,#N/A,#N/A
7/29/19,2.4,3.928,0.21,3020.97,115.5876
7/30/19,2.39,2.306,0.21,3013.18,115.6204
7/31/19,2.4,7.367,0.13,2980.38,115.4932
8/1/19,2.14,6.044,0.17,2953.56,116.0482
8/2/19,2.14,3.335,0.14,2932.05,116.1861
8/3/19,2.14,#N/A,#N/A,#N/A,#N/A
8/4/19,2.14,#N/A,#N/A,#N/A,#N/A
8/5/19,2.13,3.474,0.16,2844.74,116.589
8/6/19,2.13,3.41,0.13,2881.77,116.6941
8/7/19,2.12,3.622,0.12,2883.98,116.8038
8/8/19,2.12,3.056,0.1,2938.09,116.4778
8/9/19,2.12,2.72,0.11,2918.65,116.4455
8/10/19,2.12,#N/A,#N/A,#N/A,#N/A
8/11/19,2.12,#N/A,#N/A,#N/A,#N/A
8/12/19,2.12,5.43,0.07,2883.75,116.7587
8/13/19,2.12,5.001,0.02,2926.32,116.7296
8/14/19,2.12,2.744,0.01,2840.6,117.0932
8/15/19,2.13,3.51,0.04,2847.6,117.2249
8/16/19,2.13,11.843,0.07,2888.68,117.0792
8/17/19,2.13,#N/A,#N/A,#N/A,#N/A
8/18/19,2.13,#N/A,#N/A,#N/A,#N/A
8/19/19,2.13,13.403,0.07,2923.65,117.3905
8/20/19,2.13,15.98,0.05,2900.51,117.3743
8/21/19,2.12,15.153,0.03,2924.43,117.1781
8/22/19,2.12,14.611,0.01,2922.95,117.3581
8/23/19,2.12,9.046,0.01,2847.11,117.305
8/24/19,2.12,#N/A,#N/A,#N/A,#N/A
8/25/19,2.12,#N/A,#N/A,#N/A,#N/A
8/26/19,2.12,3.676,0,2878.38,117.6704
8/27/19,2.12,1.555,-0.04,2869.16,117.7548
8/28/19,2.12,4.255,-0.03,2887.94,117.8813
8/29/19,2.12,0.102,-0.03,2924.58,118.0667
8/30/19,2.13,12.089,0,2926.46,118.1602
8/31/19,2.13,#N/A,#N/A,#N/A,#N/A
9/1/19,2.13,#N/A,#N/A,#N/A,#N/A
9/2/19,2.13,.,.,.,.
9/3/19,2.13,1.754,0,2906.27,118.3132
9/4/19,2.13,1.425,0.04,2937.78,117.6748
9/5/19,2.13,1.075,0.02,2976,117.48
9/6/19,2.12,0.88,0.02,2978.71,117.1302
9/7/19,2.12,#N/A,#N/A,#N/A,#N/A
9/8/19,2.12,#N/A,#N/A,#N/A,#N/A
9/9/19,2.13,2.787,0.05,2978.43,117.0616
9/10/19,2.13,3.608,0.05,2979.39,117.0894
9/11/19,2.13,3.612,0.07,3000.93,117.3131
9/12/19,2.13,3.469,0.07,3009.57,116.8388
9/13/19,2.14,2.675,0.11,3007.39,116.7691
9/14/19,2.14,#N/A,#N/A,#N/A,#N/A
9/15/19,2.14,#N/A,#N/A,#N/A,#N/A
9/16/19,2.25,2.202,0.1,2997.96,117.0251
9/17/19,2.3,1.825,0.09,3005.7,116.9841
9/18/19,2.25,18.91,0.03,3006.73,116.9783
9/19/19,1.9,5.004,0.05,3006.79,117.0884
